timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
19382,-24.89,203.74,969.05,3535.0,-1732.5,23362.5
19411,-39.53,201.3,971.12,6580.0,-4917.5,30660.0
19440,-47.46,201.67,969.9,9170.0,-6702.5,37222.5
19469,-48.56,203.01,966.73,4637.5,-2625.0,39200.0
19498,-48.19,202.52,967.09,2292.5,-1225.0,41370.0
19527,-46.6,200.2,969.66,5355.0,-3325.0,47477.5
19556,-38.92,197.15,971.0,6352.5,-5092.5,47530.0
19585,-26.96,195.32,971.85,7980.0,-7490.0,43417.5
19614,-11.71,194.96,970.39,10010.0,-9870.0,39567.5
19643,8.3,196.42,966.24,5530.0,-8382.5,31167.5
19672,29.04,199.96,963.31,2800.0,-7822.5,19950.0
19701,48.92,205.2,961.36,2450.0,-7192.5,14227.5
19730,71.74,211.91,959.9,-192.5,-2572.5,7455.0
19760,95.53,218.75,959.65,-1960.0,332.5,-4620.0
19789,115.66,223.87,960.63,315.0,-1697.5,-14630.0
19818,132.25,227.65,960.38,630.0,17.5,-21210.0
19847,144.57,230.82,959.16,-3482.5,5320.0,-28402.5
19876,150.91,233.26,958.8,-4760.0,4865.0,-34667.5
19905,152.01,235.09,958.8,-4392.5,1942.5,-39497.5
19934,149.82,236.19,958.55,-6440.0,1470.0,-43995.0
19963,144.69,236.68,959.04,-8872.5,3062.5,-47075.0
19992,136.4,236.19,960.99,-7910.0,2327.5,-48982.5
20021,125.42,234.24,962.95,-6475.0,2030.0,-49962.5
20050,111.75,230.82,963.56,-6317.5,787.5,-47915.0
20079,96.87,226.43,963.56,-7175.0,-1295.0,-47250.0
20108,80.03,220.33,963.56,-6772.5,-2012.5,-45412.5
20136,58.32,212.77,963.68,-7227.5,-2257.5,-39515.0
20165,32.21,204.47,964.65,-6002.5,-2520.0,-27842.5
20194,5.0,196.66,966.0,-5670.0,-1767.5,-13055.0
20223,-20.86,189.34,969.41,-5617.5,752.5,822.5
20252,-44.9,182.51,975.88,1242.5,175.0,17115.0
20281,-61.98,177.14,980.27,5687.5,-857.5,31640.0
20310,-69.3,174.22,982.34,4987.5,525.0,36960.0
20340,-71.25,172.63,984.78,6685.0,-1382.5,38062.5
20369,-70.88,171.04,986.74,8015.0,-857.5,41702.5
20398,-67.83,168.36,987.47,8837.5,525.0,46375.0
20427,-61.98,164.94,987.47,9030.0,0.0,46917.5
20457,-54.9,162.87,987.47,12775.0,-4865.0,46532.5
20486,-47.34,163.36,986.13,16345.0,-7507.5,48912.5
20514,-37.7,164.7,983.2,15645.0,-1120.0,57907.5
20543,-21.59,168.85,979.17,12110.0,6212.5,61565.0
20572,0.98,176.9,973.68,9905.0,-2187.5,52150.0
20601,28.3,187.76,967.22,5862.5,-8942.5,37100.0
20630,58.56,199.47,961.36,-927.5,-8522.5,18112.5
20659,87.11,209.6,958.19,-4707.5,-2520.0,1435.0
20688,110.65,217.89,956.48,-4392.5,-1225.0,-11235.0
20717,129.32,223.75,954.53,-5897.5,-647.5,-21402.5
20746,142.25,227.29,953.31,-7840.0,752.5,-29382.5
20775,149.69,229.36,953.8,-6422.5,1225.0,-33652.5
20804,153.23,230.82,953.55,-6335.0,2642.5,-36172.5
20833,153.96,231.92,953.55,-10955.0,7297.5,-38237.5
20862,152.01,232.29,956.24,-9555.0,6090.0,-39742.5
20890,150.43,231.92,959.04,-5915.0,1802.5,-42857.5
20919,147.62,230.58,960.63,-6720.0,1592.5,-48492.5
20948,140.79,228.02,962.58,-5145.0,-2537.5,-49542.5
20977,131.52,225.58,963.43,-2590.0,-4672.5,-49472.5
21006,121.15,223.26,960.75,-4252.5,-1645.0,-49822.5
21035,110.17,219.72,955.63,-12197.5,4200.0,-55177.5
21064,90.52,212.52,955.14,-17360.0,3762.5,-55440.0
21093,60.27,202.52,960.38,-10570.0,-1365.0,-37940.0
21122,31.35,192.03,965.51,-9100.0,1557.5,-20230.0
21151,4.39,181.9,971.85,-5670.0,-647.5,-5932.5
21180,-22.2,172.87,979.42,2345.0,-4252.5,11935.0
21209,-43.55,165.68,983.81,6895.0,-4182.5,29960.0
21238,-56.36,160.67,985.27,5197.5,-1890.0,40477.5
21267,-64.66,157.01,987.71,7577.5,-1452.5,47932.5
21296,-68.56,154.45,989.05,11532.5,-2712.5,55230.0
21325,-65.27,152.99,986.98,9205.0,875.0,57820.0
21354,-58.68,152.01,984.66,6615.0,-1032.5,55072.5
21383,-51.73,151.04,983.32,8312.5,-4270.0,55632.5
21412,-42.58,150.43,980.15,7875.0,-1347.5,58012.5
21441,-30.87,149.57,974.29,3955.0,5407.5,59692.5
21470,-18.06,148.11,967.58,-5617.5,19075.0,62597.5
21499,-0.98,146.77,964.53,-13300.0,18882.5,58485.0
21528,22.33,146.52,967.83,-7665.0,210.0,40897.5
21557,47.46,148.47,974.41,262.5,-9240.0,24640.0
21586,73.2,152.5,980.27,787.5,-1662.5,14840.0
21615,99.92,157.38,985.52,1680.0,280.0,-70.0
21644,122.85,161.65,988.81,6160.0,-5145.0,-16607.5
21673,139.81,164.58,988.32,6230.0,-8050.0,-27457.5
21702,152.01,165.19,986.98,5757.5,-12127.5,-37450.0
21731,159.58,164.7,984.66,7875.0,-13737.5,-41947.5
