acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
79.67,364.17,931.1,1592.5,-455.0,11847.5
84.67,365.39,931.35,1925.0,-612.5,10710.0
90.28,366.73,931.23,1172.5,385.0,9275.0
96.5,368.2,931.47,945.0,1137.5,7350.0
102.85,370.15,931.59,1785.0,1032.5,4637.5
108.95,372.1,931.1,2047.5,175.0,1680.0
114.44,374.05,929.88,1575.0,-542.5,-1032.5
119.56,375.64,928.66,577.5,-70.0,-3412.5
124.2,377.22,927.44,35.0,402.5,-5530.0
128.34,378.44,926.22,-542.5,87.5,-8015.0
132.0,379.66,925.25,-1295.0,-455.0,-10710.0
134.81,380.52,924.88,-1540.0,-542.5,-12915.0
136.76,381.13,924.88,-1662.5,-245.0,-14472.5
137.86,381.49,925.0,-1732.5,210.0,-15785.0
138.59,381.62,924.76,-1942.5,157.5,-17202.5
138.59,381.37,924.64,-2257.5,-280.0,-18707.5
137.98,381.01,924.64,-2660.0,-192.5,-19880.0
136.52,380.4,924.88,-2590.0,-140.0,-20580.0
134.69,379.42,925.25,-2572.5,105.0,-20895.0
132.49,378.69,925.61,-2555.0,140.0,-21280.0
130.05,377.83,925.98,-2660.0,175.0,-21577.5
127.61,376.98,926.59,-2467.5,315.0,-21892.5
124.81,376.0,927.2,-2240.0,297.5,-22137.5
121.51,375.15,927.44,-1995.0,35.0,-22312.5
117.97,374.3,927.69,-2012.5,227.5,-22050.0
114.19,373.32,927.69,-2362.5,840.0,-21402.5
110.65,372.34,927.44,-2695.0,980.0,-20895.0
107.24,371.37,927.2,-2922.5,682.5,-20877.5
103.94,370.39,927.44,-2940.0,-70.0,-21052.5
100.77,369.17,927.93,-2782.5,-227.5,-21157.5
97.11,367.95,928.91,-2555.0,-35.0,-20982.5
93.21,366.49,929.88,-2520.0,105.0,-20370.0
89.06,365.15,931.1,-2205.0,437.5,-19775.0
84.55,363.8,932.2,-1820.0,210.0,-19355.0
79.3,362.46,933.3,-1085.0,-612.5,-18357.5
73.57,361.0,934.52,-525.0,-612.5,-17535.0
66.86,359.17,935.25,-367.5,-1120.0,-15907.5
59.41,357.09,935.98,17.5,-1452.5,-13160.0
51.85,355.02,936.84,525.0,-682.5,-10272.5
44.29,353.07,937.2,1085.0,-262.5,-7525.0
36.6,351.24,936.84,1277.5,-962.5,-4672.5
29.04,349.53,936.11,997.5,-1347.5,-1627.5
22.08,347.94,935.25,245.0,-805.0,1750.0
15.98,346.48,934.64,-577.5,0.0,5372.5
